1424891764310,428,Get Competitors,200,OK,Thread Group 1-1,text,true,45080,2,2,276
1424891764740,182,Add Competitors,200,OK,Thread Group 1-1,text,true,208,3,3,181
1424891764607,367,Get Competitors,200,OK,Thread Group 1-2,text,true,45080,2,2,201
1424891764975,181,Add Competitors,200,OK,Thread Group 1-2,text,true,208,2,2,181
1424891764907,339,Get Competitors,200,OK,Thread Group 1-3,text,true,45260,2,2,183
1424891765248,173,Add Competitors,200,OK,Thread Group 1-3,text,true,208,2,2,172
1424891765210,358,Get Competitors,200,OK,Thread Group 1-4,text,true,45440,2,2,194
1424891765569,186,Add Competitors,200,OK,Thread Group 1-4,text,true,208,2,2,184
1424891765510,362,Get Competitors,200,OK,Thread Group 1-5,text,true,45620,2,2,196
1424891765874,177,Add Competitors,200,OK,Thread Group 1-5,text,true,208,2,2,177
1424891765810,346,Get Competitors,200,OK,Thread Group 1-6,text,true,45800,2,2,188
1424891766157,208,Add Competitors,200,OK,Thread Group 1-6,text,true,208,2,2,208
1424891766112,386,Get Competitors,200,OK,Thread Group 1-7,text,true,45980,2,2,223
1424891766499,178,Add Competitors,200,OK,Thread Group 1-7,text,true,208,2,2,175
1424891766413,331,Get Competitors,200,OK,Thread Group 1-8,text,true,46160,2,2,179
1424891766745,189,Add Competitors,200,OK,Thread Group 1-8,text,true,208,2,2,189
1424891766714,338,Get Competitors,200,OK,Thread Group 1-9,text,true,46340,2,2,181
1424891767053,176,Add Competitors,200,OK,Thread Group 1-9,text,true,208,2,2,175
1424891767015,344,Get Competitors,200,OK,Thread Group 1-10,text,true,46520,2,2,186
1424891767360,186,Add Competitors,200,OK,Thread Group 1-10,text,true,208,2,2,186
1424891767317,375,Get Competitors,200,OK,Thread Group 1-11,text,true,46700,2,2,201
1424891767694,181,Add Competitors,200,OK,Thread Group 1-11,text,true,208,2,2,181
1424891767619,341,Get Competitors,200,OK,Thread Group 1-12,text,true,46880,2,2,183
1424891767962,180,Add Competitors,200,OK,Thread Group 1-12,text,true,208,2,2,180
1424891767918,352,Get Competitors,200,OK,Thread Group 1-13,text,true,47060,2,2,191
1424891768271,231,Add Competitors,200,OK,Thread Group 1-13,text,true,208,2,2,231
1424891768219,413,Get Competitors,200,OK,Thread Group 1-14,text,true,47240,2,2,237
1424891768633,220,Add Competitors,200,OK,Thread Group 1-14,text,true,208,3,3,217
1424891768520,380,Get Competitors,200,OK,Thread Group 1-15,text,true,47420,2,2,226
1424891768901,185,Add Competitors,200,OK,Thread Group 1-15,text,true,208,2,2,183
1424891768821,359,Get Competitors,200,OK,Thread Group 1-16,text,true,47600,2,2,192
1424891769181,176,Add Competitors,200,OK,Thread Group 1-16,text,true,208,2,2,175
1424891769122,340,Get Competitors,200,OK,Thread Group 1-17,text,true,47780,2,2,182
1424891769463,175,Add Competitors,200,OK,Thread Group 1-17,text,true,208,2,2,174
1424891769427,350,Get Competitors,200,OK,Thread Group 1-18,text,true,47960,2,2,188
1424891769778,183,Add Competitors,200,OK,Thread Group 1-18,text,true,208,2,2,183
1424891769727,355,Get Competitors,200,OK,Thread Group 1-19,text,true,48140,2,2,188
1424891770083,175,Add Competitors,200,OK,Thread Group 1-19,text,true,208,2,2,175
1424891770029,350,Get Competitors,200,OK,Thread Group 1-20,text,true,48320,2,2,196
1424891770380,177,Add Competitors,200,OK,Thread Group 1-20,text,true,208,2,2,175
1424891770330,371,Get Competitors,200,OK,Thread Group 1-21,text,true,48500,2,2,196
1424891770702,204,Add Competitors,200,OK,Thread Group 1-21,text,true,208,2,2,198
1424891770631,377,Get Competitors,200,OK,Thread Group 1-22,text,true,48680,2,2,205
1424891771009,173,Add Competitors,200,OK,Thread Group 1-22,text,true,208,2,2,173
1424891770932,353,Get Competitors,200,OK,Thread Group 1-23,text,true,48860,2,2,193
1424891771286,178,Add Competitors,200,OK,Thread Group 1-23,text,true,208,2,2,178
1424891771233,363,Get Competitors,200,OK,Thread Group 1-24,text,true,49040,2,2,199
1424891771597,223,Add Competitors,200,OK,Thread Group 1-24,text,true,208,2,2,216
1424891771533,345,Get Competitors,200,OK,Thread Group 1-25,text,true,49220,2,2,184
1424891771879,171,Add Competitors,200,OK,Thread Group 1-25,text,true,208,2,2,171
1424891771835,356,Get Competitors,200,OK,Thread Group 1-26,text,true,49400,2,2,187
1424891772192,217,Add Competitors,200,OK,Thread Group 1-26,text,true,208,2,2,217
1424891772134,377,Get Competitors,200,OK,Thread Group 1-27,text,true,49580,2,2,218
1424891772513,177,Add Competitors,200,OK,Thread Group 1-27,text,true,208,2,2,175
1424891772437,340,Get Competitors,200,OK,Thread Group 1-28,text,true,49760,2,2,184
1424891772779,168,Add Competitors,200,OK,Thread Group 1-28,text,true,208,2,2,168
1424891772737,332,Get Competitors,200,OK,Thread Group 1-29,text,true,49940,2,2,179
1424891773071,205,Add Competitors,200,OK,Thread Group 1-29,text,true,208,2,2,205
1424891773039,388,Get Competitors,200,OK,Thread Group 1-30,text,true,50120,2,2,219
1424891773459,190,Add Competitors,200,OK,Thread Group 1-30,text,true,208,3,3,187
1424891773339,419,Get Competitors,200,OK,Thread Group 1-31,text,true,50300,2,2,242
1424891773760,205,Add Competitors,200,OK,Thread Group 1-31,text,true,208,3,3,193
1424891773639,342,Get Competitors,200,OK,Thread Group 1-32,text,true,50480,2,2,185
1424891773982,171,Add Competitors,200,OK,Thread Group 1-32,text,true,208,2,2,171
1424891773941,342,Get Competitors,200,OK,Thread Group 1-33,text,true,50660,2,2,184
1424891774284,208,Add Competitors,200,OK,Thread Group 1-33,text,true,208,2,2,206
1424891774241,361,Get Competitors,200,OK,Thread Group 1-34,text,true,50840,2,2,204
1424891774603,168,Add Competitors,200,OK,Thread Group 1-34,text,true,208,2,2,168
1424891774544,362,Get Competitors,200,OK,Thread Group 1-35,text,true,51020,2,2,190
1424891774907,180,Add Competitors,200,OK,Thread Group 1-35,text,true,208,2,2,176
1424891774844,345,Get Competitors,200,OK,Thread Group 1-36,text,true,51200,2,2,189
1424891775190,168,Add Competitors,200,OK,Thread Group 1-36,text,true,208,2,2,167
1424891775147,359,Get Competitors,200,OK,Thread Group 1-37,text,true,51380,2,2,193
1424891775507,211,Add Competitors,200,OK,Thread Group 1-37,text,true,208,2,2,204
1424891775446,344,Get Competitors,200,OK,Thread Group 1-38,text,true,51560,2,2,185
1424891775792,176,Add Competitors,200,OK,Thread Group 1-38,text,true,208,2,2,175
1424891775747,344,Get Competitors,200,OK,Thread Group 1-39,text,true,51740,2,2,187
1424891776092,190,Add Competitors,200,OK,Thread Group 1-39,text,true,208,2,2,189
1424891776049,347,Get Competitors,200,OK,Thread Group 1-40,text,true,51920,2,2,186
1424891776398,191,Add Competitors,200,OK,Thread Group 1-40,text,true,208,2,2,191
1424891776350,533,Get Competitors,200,OK,Thread Group 1-41,text,true,52100,2,2,263
1424891776651,439,Get Competitors,200,OK,Thread Group 1-42,text,true,52280,3,3,228
1424891776884,221,Add Competitors,200,OK,Thread Group 1-41,text,true,208,3,3,221
1424891777092,170,Add Competitors,200,OK,Thread Group 1-42,text,true,208,3,3,170
1424891776952,387,Get Competitors,200,OK,Thread Group 1-43,text,true,52460,2,2,234
1424891777341,206,Add Competitors,200,OK,Thread Group 1-43,text,true,208,2,2,198
1424891777252,350,Get Competitors,200,OK,Thread Group 1-44,text,true,52640,2,2,194
1424891777603,186,Add Competitors,200,OK,Thread Group 1-44,text,true,208,2,2,185
1424891777564,371,Get Competitors,200,OK,Thread Group 1-45,text,true,52820,2,2,203
1424891777936,192,Add Competitors,200,OK,Thread Group 1-45,text,true,208,2,2,192
1424891777865,354,Get Competitors,200,OK,Thread Group 1-46,text,true,53000,2,2,184
1424891778220,171,Add Competitors,200,OK,Thread Group 1-46,text,true,208,2,2,171
1424891778165,349,Get Competitors,200,OK,Thread Group 1-47,text,true,53180,2,2,188
1424891778516,201,Add Competitors,200,OK,Thread Group 1-47,text,true,208,2,2,199
1424891778467,361,Get Competitors,200,OK,Thread Group 1-48,text,true,53360,2,2,200
1424891778830,191,Add Competitors,200,OK,Thread Group 1-48,text,true,208,2,2,191
1424891778767,403,Get Competitors,200,OK,Thread Group 1-49,text,true,53540,2,2,218
