1425321852396,60552,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-1,text,false,1919,200,200,0
1425321852396,60548,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-2,text,false,1919,200,200,0
1425321852665,60277,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-3,text,false,1919,200,200,0
1425321852968,59974,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-4,text,false,1919,200,200,0
1425321853270,59679,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-5,text,false,1919,200,200,0
1425321853570,59377,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-6,text,false,1919,200,200,0
1425321853873,59612,Get Competitors,200,OK,Thread Group 1-7,text,true,189,200,200,59611
1425321854176,59772,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-8,text,false,1919,200,200,0
1425321854476,59473,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-9,text,false,1919,200,200,0
1425321854778,59171,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-10,text,false,1919,200,200,0
1425321855080,59866,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-11,text,false,1919,200,200,0
1425321855383,59560,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-12,text,false,1919,200,200,0
1425321855686,59260,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-13,text,false,1919,200,200,0
1425321855988,59955,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-14,text,false,1919,200,200,0
1425321856291,59651,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-15,text,false,1919,200,200,0
1425321856592,59350,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-16,text,false,1919,200,200,0
1425321856894,60047,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-17,text,false,1919,199,199,0
1425321857196,56308,Get Competitors,200,OK,Thread Group 1-18,text,true,189,200,200,56307
1425321857499,59442,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-19,text,false,1919,199,199,0
1425321857801,60140,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-20,text,false,1919,171,171,0
1425321858103,59840,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-21,text,false,1919,171,171,0
1425321858405,59537,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-22,text,false,1919,171,171,0
1425321858707,59237,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-23,text,false,1919,171,171,0
1425321859009,59933,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-24,text,false,1919,133,133,0
1425321859311,59630,Get Competitors,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: The target server failed to respond,Thread Group 1-25,text,false,1919,133,133,0
1425321859612,58221,Get Competitors,503,Service Unavailable,Thread Group 1-26,text,false,693,176,176,58221
1425321859914,58204,Get Competitors,503,Service Unavailable,Thread Group 1-27,text,false,693,160,160,58204
1425321860216,58204,Get Competitors,503,Service Unavailable,Thread Group 1-28,text,false,693,150,150,58204
1425321860518,58194,Get Competitors,503,Service Unavailable,Thread Group 1-29,text,false,693,139,139,58194
1425321860820,58208,Get Competitors,503,Service Unavailable,Thread Group 1-30,text,false,693,130,130,58208
1425321861122,52370,Get Competitors,200,OK,Thread Group 1-31,text,true,189,200,200,52370
1425321861423,56325,Get Competitors,503,Service Unavailable,Thread Group 1-32,text,false,693,179,179,56325
1425321861726,56247,Get Competitors,503,Service Unavailable,Thread Group 1-33,text,false,693,170,170,56247
1425321862027,56211,Get Competitors,503,Service Unavailable,Thread Group 1-34,text,false,693,155,155,56211
1425321862329,56190,Get Competitors,503,Service Unavailable,Thread Group 1-35,text,false,693,146,146,56190
1425321862631,50865,Get Competitors,200,OK,Thread Group 1-36,text,true,189,200,200,50863
1425321862932,56203,Get Competitors,503,Service Unavailable,Thread Group 1-37,text,false,693,126,126,56203
1425321863233,54206,Get Competitors,503,Service Unavailable,Thread Group 1-38,text,false,693,190,190,54206
1425321863536,56192,Get Competitors,503,Service Unavailable,Thread Group 1-39,text,false,693,116,116,56192
1425321863836,54204,Get Competitors,503,Service Unavailable,Thread Group 1-40,text,false,693,166,166,54204
1425321864140,54202,Get Competitors,503,Service Unavailable,Thread Group 1-41,text,false,693,153,153,54202
1425321864442,54200,Get Competitors,503,Service Unavailable,Thread Group 1-42,text,false,693,142,142,54200
1425321864744,54197,Get Competitors,503,Service Unavailable,Thread Group 1-43,text,false,693,133,133,54197
1425321865045,54207,Get Competitors,503,Service Unavailable,Thread Group 1-44,text,false,693,123,123,54207
1425321865347,54205,Get Competitors,503,Service Unavailable,Thread Group 1-45,text,false,693,118,118,54204
1425321865649,52192,Get Competitors,503,Service Unavailable,Thread Group 1-46,text,false,693,175,175,52192
1425321865953,52197,Get Competitors,503,Service Unavailable,Thread Group 1-47,text,false,693,159,159,52197
1425321866254,52189,Get Competitors,503,Service Unavailable,Thread Group 1-48,text,false,693,149,149,52189
1425321866553,52195,Get Competitors,503,Service Unavailable,Thread Group 1-49,text,false,693,138,138,52195
1425321866855,52204,Get Competitors,503,Service Unavailable,Thread Group 1-50,text,false,693,129,129,52204
1425321867157,50192,Get Competitors,503,Service Unavailable,Thread Group 1-51,text,false,693,194,194,50192
1425321867458,50191,Get Competitors,503,Service Unavailable,Thread Group 1-52,text,false,693,183,183,50191
1425321867761,50188,Get Competitors,503,Service Unavailable,Thread Group 1-53,text,false,693,171,171,50188
1425321868062,45477,Get Competitors,200,OK,Thread Group 1-54,text,true,189,200,200,45477
1425321868364,50185,Get Competitors,503,Service Unavailable,Thread Group 1-55,text,false,693,143,143,50185
1425321868666,50220,Get Competitors,503,Service Unavailable,Thread Group 1-56,text,false,693,135,135,50220
1425321868967,50188,Get Competitors,503,Service Unavailable,Thread Group 1-57,text,false,693,125,125,50188
1425321869269,50205,Get Competitors,503,Service Unavailable,Thread Group 1-58,text,false,693,120,120,50204
1425321869571,48198,Get Competitors,503,Service Unavailable,Thread Group 1-59,text,false,693,178,178,48198
1425321869874,48196,Get Competitors,503,Service Unavailable,Thread Group 1-60,text,false,693,164,164,48196
1425321870176,43312,Get Competitors,200,OK,Thread Group 1-61,text,true,189,200,200,43311
1425321870477,48180,Get Competitors,503,Service Unavailable,Thread Group 1-62,text,false,693,141,141,48180
1425321870779,48191,Get Competitors,503,Service Unavailable,Thread Group 1-63,text,false,693,132,132,48191
1425321871081,48178,Get Competitors,503,Service Unavailable,Thread Group 1-64,text,false,693,122,122,48178
1425321871382,46200,Get Competitors,503,Service Unavailable,Thread Group 1-65,text,false,693,187,187,46200
1425321871684,46179,Get Competitors,503,Service Unavailable,Thread Group 1-66,text,false,693,173,173,46179
1425321871986,46197,Get Competitors,503,Service Unavailable,Thread Group 1-67,text,false,693,157,157,46197
1425321872288,46175,Get Competitors,503,Service Unavailable,Thread Group 1-68,text,false,693,148,148,46175
1425321872590,46183,Get Competitors,503,Service Unavailable,Thread Group 1-69,text,false,693,136,136,46183
1425321872891,46185,Get Competitors,503,Service Unavailable,Thread Group 1-70,text,false,693,127,127,46185
1425321873193,44193,Get Competitors,503,Service Unavailable,Thread Group 1-71,text,false,693,192,192,44193
1425321873495,44187,Get Competitors,503,Service Unavailable,Thread Group 1-72,text,false,693,181,181,44187
1425321873797,44178,Get Competitors,503,Service Unavailable,Thread Group 1-73,text,false,693,170,170,44178
1425321874099,39406,Get Competitors,200,OK,Thread Group 1-74,text,true,189,200,200,39393
1425321874402,39133,Get Competitors,200,OK,Thread Group 1-75,text,true,189,200,200,39131
1425321874703,44186,Get Competitors,503,Service Unavailable,Thread Group 1-76,text,false,693,134,134,44186
1425321875004,44181,Get Competitors,503,Service Unavailable,Thread Group 1-77,text,false,693,124,124,44180
1425321875305,44188,Get Competitors,503,Service Unavailable,Thread Group 1-78,text,false,693,119,119,44188
1425321875606,37871,Get Competitors,200,OK,Thread Group 1-79,text,true,189,200,200,37870
1425321875909,42190,Get Competitors,503,Service Unavailable,Thread Group 1-80,text,false,693,163,163,42190
